,Company,New Filing?,Reported funding,Incremental Cash ,Date,New or Amended
3100,"MicroVest Plus, LP (Fixed Rate Notes)  (Pooled Investment Fund - Bethesda, MD)",No,"$31,655,000","$1,730,000",2014-11-25,Amended
3101,"MicroVest Plus, LP  (Pooled Investment Fund - Bethesda, MD)",No,"$11,765,971","$4,314,552",2014-11-25,Amended
3102,"MicroVest Plus Offshore Fund Ltd.  (Pooled Investment Fund - Bethesda, MD)",No,"$1,000,000",$0,2014-11-25,Amended
3103,"JBG/Fund IX Trust  (REITS and Finance - Chevy Chase, MD)",Yes,"$123,000","$123,000",2014-11-25,New Filing
3104,"Giant Oak, Inc.  (Other - Arlington, VA)",No,"$280,000","$140,000",2014-11-24,Amended
3105,"BeneVir Biopharm, Inc.  (Biotechnology - Gaithersburg, MD)",Yes,"$2,000,000","$2,000,000",2014-11-24,New Filing
3106,"HOMESNAP, INC.  (Residential - Rockville, DC)",No,"$3,250,000",$0,2014-11-24,Amended
3107,"Ima Pizza LLC  (Restaurants - Washington, DC)",No,"$1,900,000",$0,2014-11-21,Amended
3108,"Get It, LLC  (Other - Alexandria, VA)",Yes,"$360,000","$360,000",2014-11-21,New Filing
3109,"Sweetgreen, Inc.  (Restaurants - Culver City, DC)",Yes,"$12,749,999","$12,749,999",2014-11-21,New Filing
3110,"CEOF Coinvestment, L.P.  (Pooled Investment Fund - Washington, DC)",No,"$104,200,000","$1,150,000",2014-11-21,Amended
3111,"CEMOF Coinvestment, L.P.  (Pooled Investment Fund - Washington, DC)",No,"$41,760,000","$500,000",2014-11-21,Amended
3112,"Carlyle Energy Coinvestment IV, L.P.  (Pooled Investment Fund - Washington, DC)",No,"$38,915,000",$0,2014-11-21,Amended
3113,"CAGP IV Co-Investment, L.P.  (Pooled Investment Fund - Washington, DC)",No,"$91,936,000","$250,000",2014-11-21,Amended
3114,"Sands Capital Private Growth Fund, L.P.  (Pooled Investment Fund - Arlington, VA)",Yes,"$77,365,000","$77,365,000",2014-11-21,New Filing
3115,"Endgame, Inc.  (Other Technology - Arlington, VA)",Yes,"$26,275,000","$26,275,000",2014-11-21,New Filing
3116,"NGP VI Fund LLC  (Pooled Investment Fund - Mclean, VA)",Yes,"$200,000,000","$200,000,000",2014-11-20,New Filing
3117,"UIP LP-CC Invest, LLC  (Other Real Estate - Washington, DC)",Yes,"$635,000","$635,000",2014-11-20,New Filing
3118,"Fonkoze USA, Inc.  (Other - Washington, DC)",Yes,"$2,946,637","$2,946,637",2014-11-19,New Filing
3119,"Carlyle Realty Partners VII, L.P.  (Pooled Investment Fund - Washington, DC)",No,"$2,298,591,000","$608,241,000",2014-11-18,Amended
3120,"SNAGFILMS, INC.  (Other - Washington, DC)",Yes,"$2,500,000","$2,500,000",2014-11-18,New Filing
3121,"Tahzoo LLC  (Other - Washington, DC)",Yes,"$1,150,000","$1,150,000",2014-11-17,New Filing
3122,"Sachs Capital - Empire, LLC  (Investing - Potomac, MD)",Yes,"$2,100,000","$2,100,000",2014-11-17,New Filing
3123,"Sachs Capital - Empire B, LLC  (Investing - Potomac, MD)",Yes,"$10,200,000","$10,200,000",2014-11-17,New Filing
3124,"Inovex Information Systems Inc  (Other Technology - Hanover, MD)",Yes,"$4,000,022","$4,000,022",2014-11-17,New Filing
3125,"Inovex Information Systems Inc  (Other Technology - Hanover, MD)",Yes,"$4,000,022","$4,000,022",2014-11-17,New Filing
3126,"Delight Me, Inc.  (Other - Washington, DC)",Yes,"$53,987","$53,987",2014-11-14,New Filing
3127,"Potomac Dawn 8401 N Lois Trust Co  (Commercial - Washington, DC)",Yes,Yet to Sell,$0,2014-11-13,New Filing
3128,"Walker & Dunlop, Inc.  (REITS and Finance - Bethesda, MD)",Yes,"$6,000,000","$6,000,000",2014-11-12,New Filing
3129,"ECHO 360 INC  (Other Technology - Reston, VA)",Yes,"$18,099,998","$18,099,998",2014-11-12,New Filing
3130,"Disruption Corp  (Other Technology - Arlington, VA)",Yes,"$740,725","$740,725",2014-11-12,New Filing
3131,"JBI Low Correlation Fund, LLC  (Pooled Investment Fund - Oakton, VA)",No,"$3,360,000",$0,2014-11-12,Amended
3132,"CommuniKids Holdings LLC  (Other - Washington, DC)",Yes,"$824,666","$824,666",2014-11-07,New Filing
3133,"Vision III Imaging, Inc.  (Other Technology - Reston, VA)",Yes,Yet to Sell,$0,2014-11-07,New Filing
3134,"Gatosk Operating Company, LLC  (Retailing - Berwyn Heights, MD)",Yes,"$35,500","$35,500",2014-11-07,New Filing
3135,"STEBEN SELECT MULTI-STRATEGY PARTNERS, L.P.  (Pooled Investment Fund - Gaithersburg, MD)",No,"$31,885,000","$31,885,000",2014-11-06,Amended
3136,"STEBEN SELECT MULTI-STRATEGY MASTER FUND  (Pooled Investment Fund - Gaithersburg, MD)",No,"$33,950,000","$33,950,000",2014-11-06,Amended
3137,"Carlyle Private Equity Access Fund 2014, L.P.  (Pooled Investment Fund - Washington, DC)",Yes,Yet to Sell,$0,2014-11-06,New Filing
3138,"Atlantic Coast Mortgage, LLC  (Other Banking and Financial Services - Fairfax, VA)",Yes,"$1,500,000","$1,500,000",2014-11-05,New Filing
3139,"Fundrise Investments 6, LLC  (Other Technology - Washington, DC)",Yes,Yet to Sell,$0,2014-11-05,New Filing
3140,"Fundrise Investments 9, LLC  (Other Technology - Washington, DC)",Yes,Yet to Sell,$0,2014-11-05,New Filing
3141,"International Tax Station Inc  (Other - Rockville, MD)",Yes,"$125,000","$125,000",2014-11-05,New Filing
3142,"FS Card Inc.  (Other Banking and Financial Services - Washington, DC)",Yes,"$1,326,000","$1,326,000",2014-11-04,New Filing
3143,"JAC GROUP MAXIMUM FUND INC  (Pooled Investment Fund - Boca Raton, VA)",Yes,Yet to Sell,$0,2014-11-04,New Filing
3144,"Avizia, Inc.  (Other Technology - Reston, VA)",Yes,"$575,725","$575,725",2014-11-04,New Filing
3145,"Zemax Software Holdings, LLC  (Other Technology - Chevy Chase, MD)",Yes,"$32,050,000","$32,050,000",2014-11-04,New Filing
3146,"THERANOSTICS HEALTH, INC.  (Biotechnology - Rockville, MD)",No,"$855,000","$450,000",2014-11-03,Amended
3147,"Vital AxioMx Investors LLC  (Other - Bethesda, MD)",Yes,"$803,000","$803,000",2014-11-03,New Filing
3148,"Potomac Health Solutions, Inc.  (Other Health Care - Reston, VA)",Yes,"$40,000","$40,000",2014-10-31,New Filing
3149,"CPP II Southeast Gen Coinvestment, L.P.  (Pooled Investment Fund - Washington, DC)",Yes,Yet to Sell,$0,2014-10-29,New Filing
3150,"Legal Decoder, Inc.  (Other Technology - Falls Church, VA)",Yes,"$400,000","$400,000",2014-10-29,New Filing
3151,"Comstock Growth Fund, L.C.  (Residential - Reston, VA)",Yes,"$10,000,000","$10,000,000",2014-10-29,New Filing
3152,"Capital Soul L.L.C.  (Manufacturing - Washington, DC)",Yes,"$100,000","$100,000",2014-10-27,New Filing
3153,"Ovamba Solutions Inc.  (Other Banking and Financial Services - Chevy Chase, MD)",Yes,"$220,000","$220,000",2014-10-27,New Filing
3154,"Maki Shop Store 1 LLC  (Restaurants - Washington, DC)",Yes,"$200,000","$200,000",2014-10-24,New Filing
3155,"Perthera, Inc.  (Other Health Care - Mclean, VA)",No,"$300,000",$0,2014-10-23,Amended
3156,"Perthera, Inc.  (Other Health Care - Mclean, VA)",Yes,"$300,000","$300,000",2014-10-23,New Filing
3157,"Kaplan Benefits Group, LLC  (Other Banking and Financial Services - Bethesda, MD)",Yes,"$54,700","$10,940",2014-10-22,New Filing
3158,"Fundrise Investments V, LLC  (Other Technology - Washington, DC)",No,Yet to Sell,$0,2014-10-22,Amended
3159,"Blue Star Service Solutions, Inc.  (Other Health Care - Rockville, MD)",Yes,"$300,000","$300,000",2014-10-22,New Filing
3160,"Fundrise Investments IV, LLC  (Other Technology - Washington, DC)",No,Yet to Sell,$0,2014-10-22,Amended
3161,"Fundrise Investments 7, LLC  (Other Technology - Washington, DC)",No,Yet to Sell,$0,2014-10-22,Amended
3162,"Columbia Partners Private Capital Holdings, LP  (Pooled Investment Fund - Chevy Chase, MD)",Yes,"$100,000,000","$100,000,000",2014-10-22,New Filing
3163,"LUCENT HEALTH SOLUTIONS, INC.  (Other Health Care - Nashville, VA)",No,"$13,500,000",$0,2014-10-22,Amended
3164,"XappMedia, Inc.  (Other Technology - Washington, DC)",Yes,"$1,950,000","$1,950,000",2014-10-21,New Filing
3165,"Telcare, Inc.  (Other Health Care - Bethesda, MD)",Yes,"$34,705,100","$34,705,100",2014-10-20,New Filing
3166,"Sonoma Gateway LLC  (Commercial - Washington, DC)",Yes,"$745,000","$745,000",2014-10-20,New Filing
3167,"Proxy Technologies Inc.  (Other Technology - Reston, VA)",Yes,"$250,000","$250,000",2014-10-20,New Filing
3168,"Fundrise Investments 7, LLC  (Other Technology - Washington, DC)",Yes,Yet to Sell,$0,2014-10-20,New Filing
3169,"BlueOSS, LLC  (Other Technology - Great Falls, VA)",Yes,"$1,025,000","$1,025,000",2014-10-20,New Filing
3170,"Potomac Dawn 8401 N Lois Trust Co  (Commercial - Washington, DC)",Yes,Yet to Sell,$0,2014-10-20,New Filing
3171,"Contactually, Inc.  (Other Technology - Washington, DC)",Yes,"$1,000,000","$1,000,000",2014-10-16,New Filing
3172,"LUCENT HEALTH SOLUTIONS, INC.  (Other Health Care - Nashville, VA)",Yes,"$13,500,000","$13,500,000",2014-10-16,New Filing
3173,"FINANCIAL OPPORTUNITY FUND LLC  (Pooled Investment Fund - Mclean, VA)",No,"$70,197,500","$19,392,500",2014-10-16,Amended
3174,"Potomac Dawn 8401 N Lois Trust Co  (Commercial - Washington, DC)",Yes,Yet to Sell,$0,2014-10-16,New Filing
3175,"Potomac Dawn 8401 N Lois Trust Co  (Commercial - Washington, DC)",Yes,Yet to Sell,$0,2014-10-15,New Filing
3176,"Metropolitan Real Estate Partners Secondaries & Co-Investments Fund-TCG, LP  (Pooled Investment Fund - Washington, DC)",Yes,"$5,690,000","$5,690,000",2014-10-15,New Filing
3177,"Highline Wealth Management, LLC  (Investing - Rockville, MD)",Yes,"$450,000","$450,000",2014-10-15,New Filing
3178,"SANDS CAPITAL EMERGING MARKETS GROWTH FEEDER FUND (DE), L.P.  (Pooled Investment Fund - Arlington, VA)",Yes,"$4,790,000","$4,790,000",2014-10-14,New Filing
3179,"Hope Advanced Veterinary Center Holdings, LLC  (Other - Vienna, VA)",Yes,"$198,000","$198,000",2014-10-14,New Filing
3180,"GTT Communications, Inc.  (Telecommunications - Mclean, VA)",Yes,"$2,883,471","$2,883,471",2014-10-14,New Filing
3181,"Goodzer, Inc.  (Other Technology - Reston, VA)",Yes,"$1,400,000","$1,400,000",2014-10-14,New Filing
3182,"Potomac Dawn 8401 N Lois Trust Co  (Commercial - Washington, DC)",No,Yet to Sell,$0,2014-10-14,Amended
3183,"SEQUELLA INC.  (Pharmaceuticals - Rockville, MD)",Yes,"$3,100,000","$3,100,000",2014-10-10,New Filing
3184,"Tianyou Fund, L.P.  (Pooled Investment Fund - Annandale, VA)",No,"$8,337,047","$5,419,916",2014-10-10,Amended
3185,"GRAVATATE, INC,  (Other Technology - Reston, VA)",Yes,Yet to Sell,$0,2014-10-10,New Filing
3186,"COMMUNITY BANK MORTGAGE LLC  (Commercial Banking - Washington, DC)",Yes,"$3,500","$3,500",2014-10-09,New Filing
3187,"AllStar Deals, Inc.  (Other - Rockville, MD)",Yes,"$5,149,998","$5,149,998",2014-10-09,New Filing
3188,"Capital Esquire LLC  (Other Real Estate - Kensington, MD)",Yes,Yet to Sell,$0,2014-10-08,New Filing
3189,"BioDatomics, LLC  (Other Health Care - Bethesda, MD)",Yes,"$200,000","$200,000",2014-10-08,New Filing
3190,"CHOICE LEGAL SOLUTIONS LLC  (Other - Washington, DC)",Yes,"$1,500,000","$1,500,000",2014-10-08,New Filing
3191,"INDURE Build-to-Core Fund, LLC  (Other Real Estate - Washington, DC)",No,"$1,286,564,868","$112,629,997",2014-10-07,Amended
3192,"Gryphn Corp  (Other Technology - Mclean, VA)",No,"$1,060,500","$307,500",2014-10-07,Amended
3193,"Phoodeez, Inc.  (Other - Boston, MD)",Yes,"$300,000","$300,000",2014-10-06,New Filing
3194,"Carlyle Europe CLO Coinvestors, LP  (Pooled Investment Fund - Washington, DC)",Yes,"$76,858,472","$76,858,472",2014-10-06,New Filing
3195,"Carlyle CLO Coinvestors, LP  (Pooled Investment Fund - Washington, DC)",Yes,"$119,680,201","$119,680,201",2014-10-06,New Filing
3196,"Carlyle Realty Coinvestment VII, LP  (Pooled Investment Fund - Washington, DC)",Yes,"$100,000,000","$100,000,000",2014-10-06,New Filing
3197,"NGP XI Coinvestment, LP  (Pooled Investment Fund - Washington, DC)",Yes,"$215,300,000","$215,300,000",2014-10-06,New Filing
3198,"CEP IV Coinvestment, LP  (Pooled Investment Fund - Washington, DC)",Yes,"$165,000,000","$165,000,000",2014-10-06,New Filing
3199,"Carlyle NGP Agribusiness Coinvestment, LP  (Pooled Investment Fund - Washington, DC)",Yes,"$11,380,050","$11,380,050",2014-10-06,New Filing
3200,"Zoomdata, Inc.  (Other Technology - Reston, VA)",Yes,"$17,000,000","$17,000,000",2014-10-06,New Filing
3201,"CPP II Co-Investment, L.P.  (Pooled Investment Fund - Washington, DC)",Yes,"$47,705,000","$33,732,970",2014-10-06,New Filing
3202,"CETP III Coinvestment, LP  (Pooled Investment Fund - Washington, DC)",Yes,"$531,391,705","$51,110,272",2014-10-06,New Filing
3203,"CPF Coinvestment, LP  (Pooled Investment Fund - Washington, DC)",Yes,"$16,000,000","$10,000,000",2014-10-06,New Filing
3204,"CJP III Coinvestment, LP  (Pooled Investment Fund - Washington, DC)",Yes,"$19,396,113","$17,800,863",2014-10-06,New Filing
3205,"CJIP III Coinvestment, LP  (Pooled Investment Fund - Washington, DC)",Yes,"$45,804,737","$45,804,737",2014-10-06,New Filing
3206,"CAP IV Coinvestment, LP  (Pooled Investment Fund - Washington, DC)",Yes,"$224,000,000","$224,000,000",2014-10-06,New Filing
3207,"Carlyle Ireland Coinvestment, LP  (Pooled Investment Fund - Washington, DC)",Yes,"$29,751,047","$27,876,720",2014-10-06,New Filing
3208,"CIEP Coinvestment B, LP  (Pooled Investment Fund - Washington, DC)",Yes,"$10,000,000","$10,000,000",2014-10-06,New Filing
3209,"CIEP Co-Investment, L.P.  (Pooled Investment Fund - Washington, DC)",Yes,"$183,488,900","$164,749,999",2014-10-06,New Filing
3210,"CSSAF Coinvestment, LP  (Pooled Investment Fund - Washington, DC)",Yes,"$43,019,850","$43,019,850",2014-10-06,New Filing
3211,"CP VI Coinvestment B, LP  (Pooled Investment Fund - Washington, DC)",Yes,"$40,000,000","$40,000,000",2014-10-06,New Filing
3212,"CP VI Coinvestment A, LP  (Pooled Investment Fund - Washington, DC)",Yes,"$826,509,565","$826,509,565",2014-10-06,New Filing
3213,"American Gene Technologies International Inc.  (Biotechnology - Rockville, MD)",Yes,"$340,992","$340,992",2014-10-03,New Filing
3214,"MySupport Inc.  (Other Health Care - Silver Spring, MD)",No,"$105,000","$25,000",2014-10-03,Amended
3215,"Vital HealthTell Investors LLC  (Pooled Investment Fund - Bethesda, MD)",No,"$1,667,322","$265,000",2014-10-03,Amended
3216,"Fundrise Investments V, LLC  (Other Technology - Washington, DC)",Yes,Yet to Sell,$0,2014-10-02,New Filing
3217,"Potomac Dawn 8401 N Lois Trust Co  (Commercial - Washington, DC)",Yes,$0,$0,2014-10-01,New Filing
3218,"GreenTech Automotive Inc.  (Manufacturing - Mc Lean, VA)",Yes,"$47,000,000","$47,000,000",2014-09-30,New Filing
3219,"CGFSP II Coinvestment, LP  (Pooled Investment Fund - Washington, DC)",Yes,"$84,075,714","$84,075,714",2014-09-30,New Filing
3220,"Signet Global Fixed Income Fund LP  (Pooled Investment Fund - Mclean, VA)",No,"$5,661,820",$0,2014-09-30,Amended
3221,"Mercaris Corp  (Other - Silver Spring, MD)",Yes,"$2,299,994","$2,299,994",2014-09-30,New Filing
3222,"FlyClique Inc.  (Other - Washington, DC)",Yes,"$45,000","$45,000",2014-09-29,New Filing
3223,"Potomac Dawn 8401 N Lois Trust Co  (Commercial - Washington, DC)",Yes,Yet to Sell,$0,2014-09-29,New Filing
3224,"Holistic Remedies, LLC  (Other - Washington, DC)",Yes,"$2,800,000","$2,800,000",2014-09-29,New Filing
3225,"AnyPresence, Inc.  (Other - Reston, VA)",Yes,"$6,000,000","$6,000,000",2014-09-29,New Filing
3226,"Blue Delta Capital Fund, LP  (Pooled Investment Fund - Mclean, VA)",Yes,Yet to Sell,$0,2014-09-26,New Filing
3227,"CENTRAL OIL & GAS CORP OF AMERICA  (Oil and Gas - Arlington, VA)",Yes,$0,$0,2014-09-26,New Filing
3228,"SoapBox Soaps LLC  (Retailing - Washington, VA)",No,"$1,105,000","$980,000",2014-09-25,Amended
3229,"Carlyle Power Partners II-B, L.P.  (Pooled Investment Fund - Washington, DC)",Yes,Yet to Sell,$0,2014-09-25,New Filing
3230,"Palisades Management II LLC  (Other - Bethesda, MD)",Yes,"$8,778,000","$8,778,000",2014-09-24,New Filing
3231,"Sachs Capital - CBR, LLC  (Investing - Potomac, MD)",Yes,"$680,000","$680,000",2014-09-24,New Filing
3232,"Fishtree, Inc.  (Other Technology - Chevy Chase, MD)",Yes,"$2,000,000","$2,000,000",2014-09-23,New Filing
3233,"Carlyle Realty Partners VII, L.P.  (Pooled Investment Fund - Washington, DC)",No,"$1,690,350,000","$136,100,000",2014-09-22,Amended
3234,"LEA-GENERATE SPV I, LLC  (Pooled Investment Fund - Washington, DC)",Yes,"$871,250","$871,250",2014-09-19,New Filing
3235,"CYTIMMUNE SCIENCES INC  (Biotechnology - Rockville, MD)",Yes,"$689,990","$689,990",2014-09-18,New Filing
3236,"EB5 Capital - Jobs Fund 11, LP  (Commercial - Bethesda, MD)",Yes,"$500,000","$500,000",2014-09-18,New Filing
3237,"THERANOSTICS HEALTH, INC.  (Biotechnology - Rockville, MD)",Yes,"$405,000","$405,000",2014-09-18,New Filing
3238,"VITAL FINANCIAL 2012B, LLC  (Other - Bethsda, MD)",Yes,"$269,000","$269,000",2014-09-18,New Filing
3239,"Echo Creek Fund, LP  (Pooled Investment Fund - Bethesda, MD)",Yes,"$714,000","$714,000",2014-09-17,New Filing
3240,"WiserTogether, Inc.  (Other Technology - Boston, DC)",Yes,"$6,015,195","$6,015,195",2014-09-17,New Filing
3241,"Advantia Holdings LLC  (Hospitals and Physicians - Arlington, DC)",Yes,"$4,600,004","$4,600,004",2014-09-16,New Filing
3242,"Carlyle Acosta Coinvestment, L.P.  (Pooled Investment Fund - Washington, DC)",Yes,Yet to Sell,$0,2014-09-16,New Filing
3243,"Kenwood Fund, Ltd.  (Pooled Investment Fund - Washington, DC)",No,"$140,000,000",$0,2014-09-15,Amended
3244,"GS U ST LLC  (Residential - Bethesda, MD)",Yes,"$2,400,000","$2,400,000",2014-09-15,New Filing
3245,"Think Food Group LLC  (Restaurants - Washington, DC)",Yes,"$5,000,000","$5,000,000",2014-09-15,New Filing
3246,"No Touch Technologies LLC  (Other Technology - Potomac, MD)",Yes,"$50,000","$50,000",2014-09-15,New Filing
3247,"Ima Pizza LLC  (Restaurants - Washington, DC)",Yes,"$1,900,000","$1,900,000",2014-09-12,New Filing
3248,"Core2 Group Inc.  (Business Services - Mclean, VA)",Yes,"$4,342,053","$4,342,053",2014-09-11,New Filing
3249,"Luxury Properties & Interiors, LLC  (Residential - Silver Spring, DC)",No,Yet to Sell,$0,2014-09-11,Amended
3250,"JBG/Fund IX Family, L.L.C.  (Other Real Estate - Chevy Chase, MD)",No,"$7,715,000","$1,150,000",2014-09-10,Amended
3251,"JBG/Fund IX Qualified Investor, L.L.C.  (Other Real Estate - Chevy Chase, MD)",No,"$49,585,000","$8,000,000",2014-09-10,Amended
3252,"Fundrise Investments IV, LLC  (Other Technology - Washington, DC)",Yes,Yet to Sell,$0,2014-09-10,New Filing
3253,"Real Estate Longtail, LLC  (Residential - Alexandria, VA)",Yes,"$271,500","$271,500",2014-09-10,New Filing
3254,"StockUp Commerce, Inc.  (Other Technology - Washington, DC)",Yes,"$3,304,810","$3,304,810",2014-09-08,New Filing
3255,"Bristol Laurel, LLC  (Other Real Estate - Bethesda, MD)",Yes,Yet to Sell,$0,2014-09-08,New Filing
3256,"NEOSYSTEMS Corp  (Other Technology - Tysons Corner, VA)",Yes,"$5,500,000","$5,500,000",2014-09-08,New Filing
3257,"ACCOLADE PARTNERS V, L.P.  (Pooled Investment Fund - Washington, DC)",Yes,"$64,250,000","$64,250,000",2014-09-05,New Filing
3258,"Luxury Properties & Interiors, LLC  (Residential - Silver Spring, DC)",Yes,Yet to Sell,$0,2014-09-04,New Filing
3259,"1320 Residences, LLC  (Residential - Rockville, MD)",Yes,"$1,125,000","$1,125,000",2014-09-04,New Filing
3260,"ALION SCIENCE & TECHNOLOGY CORP  (Other Technology - Mclean, VA)",Yes,"$1,704,600","$1,704,600",2014-09-02,New Filing
3261,"BWF PRIVATE LOAN FUND LLC  (Investing - Bethesda, MD)",Yes,"$1,145,000","$1,145,000",2014-09-02,New Filing
3262,"BWF PRIVATE LOAN FUND LLC  (Investing - Bethesda, MD)",Yes,"$3,120,000","$3,120,000",2014-09-02,New Filing
3263,"Social Tables, Inc.  (Other Technology - Washington, DC)",Yes,"$6,000,185","$6,000,185",2014-09-02,New Filing
3264,"Bloompop, Inc.  (Retailing - Washington, DC)",Yes,"$120,000","$120,000",2014-08-28,New Filing
3265,"FirstGuard Technologies Corp  (Other Technology - Fairfax, VA)",Yes,Yet to Sell,$0,2014-08-27,New Filing
3266,"Skai, Inc.  (Telecommunications - Arlington, VA)",No,"$598,493","$161,304",2014-08-27,Amended
3267,"AppTap, Inc.  (Other Technology - Reston, VA)",No,"$2,000,000","$500,000",2014-08-25,Amended
3268,"Fundrise Investments II, LLC  (Other Technology - Washington, DC)",Yes,Yet to Sell,$0,2014-08-25,New Filing
3269,"Fundrise Investments III, LLC  (Other Technology - Washington, DC)",Yes,Yet to Sell,$0,2014-08-21,New Filing
3270,"Salebug.com, LLC  (Other - Reston, VA)",Yes,"$325,000","$325,000",2014-08-21,New Filing
3271,"Ellipsat, Inc.  (Telecommunications - Washington, DC)",No,"$7,400",$0,2014-08-21,Amended
